"","Regional District","Year","Gender","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90+","Total"
"23000","Alberni-Clayoquot","1995","M","203","935","1253","1283","1313","1041","1024","1238","1408","1364","1300","1027","832","761","645","485","318","167","71","23","16691"
"23000","Alberni-Clayoquot","1995","F","217","861","1182","1258","1139","952","945","1286","1357","1323","1143","928","809","637","593","560","399","267","113","63","16032"
"23000","Alberni-Clayoquot","1996","M","200","915","1189","1315","1304","1032","1034","1203","1386","1381","1359","1062","837","766","668","454","332","176","65","29","16707"
"23000","Alberni-Clayoquot","1996","F","214","849","1135","1229","1182","973","961","1231","1318","1379","1177","963","808","656","602","556","429","282","113","76","16133"
"23000","Alberni-Clayoquot","1997","M","176","870","1192","1285","1260","1035","999","1118","1356","1402","1313","1161","848","776","679","490","327","193","71","30","16581"
"23000","Alberni-Clayoquot","1997","F","197","821","1126","1195","1192","955","937","1121","1289","1374","1208","997","824","663","613","557","446","292","133","73","16013"
"23000","Alberni-Clayoquot","1998","M","173","800","1182","1257","1206","1009","941","1020","1333","1370","1333","1206","897","772","687","501","365","190","76","29","16347"
"23000","Alberni-Clayoquot","1998","F","167","794","1095","1181","1181","909","915","992","1263","1358","1180","1069","853","666","637","536","479","314","150","78","15817"
"23000","Alberni-Clayoquot","1999","M","127","769","1141","1222","1166","988","897","981","1243","1353","1313","1231","956","740","689","532","391","189","89","29","16046"
"23000","Alberni-Clayoquot","1999","F","166","752","1036","1131","1124","845","867","939","1259","1378","1218","1082","875","692","592","541","479","319","181","76","15552"
"23000","Alberni-Clayoquot","2000","M","160","690","1101","1183","1168","939","836","943","1131","1353","1297","1263","992","775","671","554","393","207","100","33","15789"
"23000","Alberni-Clayoquot","2000","F","161","703","996","1114","1106","867","792","901","1201","1321","1258","1105","884","724","594","529","484","328","183","67","15318"
"23000","Alberni-Clayoquot","2001","M","137","644","1105","1134","1203","869","772","928","1085","1295","1316","1281","1014","783","680","598","375","236","108","36","15599"
"23000","Alberni-Clayoquot","2001","F","123","671","941","1092","1101","826","757","922","1137","1280","1315","1142","913","730","584","539","484","347","179","59","15142"
"23000","Alberni-Clayoquot","2002","M","162","598","1013","1175","1163","917","739","892","1018","1250","1315","1251","1084","805","710","586","403","243","108","39","15471"
"23000","Alberni-Clayoquot","2002","F","136","613","921","1067","1077","875","731","896","1061","1234","1320","1166","936","767","623","539","477","343","178","76","15036"
"23000","Alberni-Clayoquot","2003","M","143","583","954","1166","1144","967","778","860","956","1218","1301","1258","1136","853","733","590","402","270","97","39","15448"
"23000","Alberni-Clayoquot","2003","F","131","581","903","1041","1050","943","689","860","994","1227","1317","1174","1020","806","648","549","455","361","185","89","15023"
"23000","Alberni-Clayoquot","2004","M","147","621","879","1124","1140","993","827","838","947","1201","1292","1269","1193","914","717","605","421","289","87","37","15541"
"23000","Alberni-Clayoquot","2004","F","126","545","892","1011","1052","995","756","835","927","1202","1333","1216","1058","852","686","537","459","371","187","95","15135"
"23000","Alberni-Clayoquot","2005","M","163","636","854","1090","1099","851","788","839","940","1195","1334","1329","1286","1025","736","611","431","282","108","31","15628"
"23000","Alberni-Clayoquot","2005","F","155","510","874","977","1064","1008","802","807","907","1191","1298","1262","1066","873","739","560","450","378","199","96","15216"
"23000","Alberni-Clayoquot","2006","M","167","651","804","1078","1143","868","794","848","934","1157","1288","1359","1319","1054","766","612","470","281","126","37","15756"
"23000","Alberni-Clayoquot","2006","F","153","563","830","990","975","847","830","863","919","1143","1298","1366","1106","934","747","586","477","359","226","108","15320"
"23000","Alberni-Clayoquot","2007","M","172","627","806","1043","1116","849","794","860","915","1071","1282","1322","1300","1098","805","621","458","305","128","40","15612"
"23000","Alberni-Clayoquot","2007","F","195","606","818","971","959","822","840","854","936","1048","1272","1384","1192","954","759","607","489","355","219","116","15396"
"23000","Alberni-Clayoquot","2008","M","168","648","800","1004","1095","863","794","909","920","1028","1280","1325","1330","1153","839","650","476","295","138","55","15770"
"23000","Alberni-Clayoquot","2008","F","144","663","772","965","945","815","853","852","939","1030","1277","1359","1189","1034","806","609","497","357","224","125","15455"
"23000","Alberni-Clayoquot","2009","M","167","655","822","937","1064","857","851","932","893","1011","1269","1354","1341","1186","893","649","490","313","164","46","15894"
"23000","Alberni-Clayoquot","2009","F","166","667","730","947","895","827","878","865","927","949","1242","1372","1215","1065","834","651","480","344","240","125","15419"
"23000","Alberni-Clayoquot","2010","M","183","635","813","907","1033","831","857","950","890","977","1193","1383","1381","1239","937","663","493","318","165","54","15902"
"23000","Alberni-Clayoquot","2010","F","132","681","715","910","907","802","891","883","891","954","1231","1333","1259","1091","848","664","495","350","244","120","15401"
"23000","Alberni-Clayoquot","2011","M","170","669","805","849","1078","859","883","981","952","961","1122","1325","1372","1245","998","673","515","348","169","61","16035"
"23000","Alberni-Clayoquot","2011","F","152","664","751","836","933","845","931","952","886","961","1126","1287","1309","1113","881","675","509","364","226","145","15546"
"23000","Alberni-Clayoquot","2012","M","160","643","783","815","1060","842","864","957","960","919","999","1265","1363","1201","1035","690","516","351","164","80","15667"
"23000","Alberni-Clayoquot","2012","F","154","615","807","765","929","820","865","952","833","948","1045","1232","1302","1170","886","688","523","371","223","184","15312"
"23000","Alberni-Clayoquot","2013","M","154","627","778","785","1009","850","809","915","986","884","971","1229","1321","1208","1068","715","530","361","171","93","15464"
"23000","Alberni-Clayoquot","2013","F","144","616","791","724","929","834","814","924","804","908","1002","1205","1278","1138","917","736","534","384","215","209","15106"
"23000","Alberni-Clayoquot","2014","M","156","628","783","805","955","847","804","880","1019","893","972","1170","1352","1199","1102","763","526","390","178","98","15520"
"23000","Alberni-Clayoquot","2014","F","150","601","855","694","906","791","766","936","840","880","960","1160","1308","1167","949","768","566","373","224","213","15107"
"23000","Alberni-Clayoquot","2015","M","142","608","818","793","935","824","739","868","933","862","927","1073","1338","1212","1139","817","529","379","180","105","15221"
"23000","Alberni-Clayoquot","2015","F","144","624","821","697","878","799","736","873","840","817","906","1150","1206","1214","992","783","583","382","232","208","14885"
"24000","Strathcona","1986","M","281","1189","1517","1345","1452","1382","1671","1774","1674","1376","1007","848","773","613","437","319","186","71","25","9","17949"
"24000","Strathcona","1986","F","265","1122","1389","1424","1338","1341","1589","1685","1521","1170","797","743","627","633","466","370","193","103","62","48","16886"
