"","Local Health Area","Year","Total Households"
"81","Fort Nelson","2025","2852"
"81","Fort Nelson","2026","2900"
"81","Fort Nelson","2027","2946"
"81","Fort Nelson","2028","2987"
"81","Fort Nelson","2029","3027"
"81","Fort Nelson","2030","3062"
"81","Fort Nelson","2031","3099"
"81","Fort Nelson","2032","3134"
"81","Fort Nelson","2033","3165"
"81","Fort Nelson","2034","3188"
"81","Fort Nelson","2035","3215"
"81","Fort Nelson","2036","3234"
"81","Fort Nelson","2037","3253"
"81","Fort Nelson","2038","3272"
"81","Fort Nelson","2039","3290"
"81","Fort Nelson","2040","3307"
"81","Fort Nelson","2041","3324"
"83","Central Coast","1986","387"
"83","Central Coast","1987","413"
"83","Central Coast","1988","422"
"83","Central Coast","1989","441"
"83","Central Coast","1990","494"
"83","Central Coast","1991","499"
"83","Central Coast","1992","515"
"83","Central Coast","1993","519"
"83","Central Coast","1994","538"
"83","Central Coast","1995","551"
"83","Central Coast","1996","564"
"83","Central Coast","1997","605"
"83","Central Coast","1998","582"
"83","Central Coast","1999","566"
"83","Central Coast","2000","537"
"83","Central Coast","2001","521"
"83","Central Coast","2002","524"
"83","Central Coast","2003","508"
"83","Central Coast","2004","497"
"83","Central Coast","2005","493"
"83","Central Coast","2006","480"
"83","Central Coast","2007","472"
"83","Central Coast","2008","481"
"83","Central Coast","2009","489"
"83","Central Coast","2010","503"
"83","Central Coast","2011","523"
"83","Central Coast","2012","537"
"83","Central Coast","2013","545"
"83","Central Coast","2014","559"
"83","Central Coast","2015","572"
"83","Central Coast","2016","593"
"83","Central Coast","2017","600"
"83","Central Coast","2018","607"
"83","Central Coast","2019","618"
"83","Central Coast","2020","624"
"83","Central Coast","2021","629"
"83","Central Coast","2022","633"
"83","Central Coast","2023","636"
"83","Central Coast","2024","647"
"83","Central Coast","2025","654"
"83","Central Coast","2026","661"
"83","Central Coast","2027","672"
"83","Central Coast","2028","680"
"83","Central Coast","2029","688"
"83","Central Coast","2030","692"
"83","Central Coast","2031","697"
"83","Central Coast","2032","701"
"83","Central Coast","2033","706"
"83","Central Coast","2034","710"
"83","Central Coast","2035","714"
"83","Central Coast","2036","718"
"83","Central Coast","2037","723"
"83","Central Coast","2038","727"
"83","Central Coast","2039","731"
"83","Central Coast","2040","735"
"83","Central Coast","2041","739"
"84","Vancouver Island West","1986","1249"
"84","Vancouver Island West","1987","1208"
"84","Vancouver Island West","1988","1220"
"84","Vancouver Island West","1989","1192"
"84","Vancouver Island West","1990","1261"
"84","Vancouver Island West","1991","1251"
"84","Vancouver Island West","1992","1286"
"84","Vancouver Island West","1993","1278"
"84","Vancouver Island West","1994","1235"
"84","Vancouver Island West","1995","1232"
"84","Vancouver Island West","1996","1240"
"84","Vancouver Island West","1997","1189"
"84","Vancouver Island West","1998","1081"
"84","Vancouver Island West","1999","994"
"84","Vancouver Island West","2000","965"
"84","Vancouver Island West","2001","905"
"84","Vancouver Island West","2002","953"
"84","Vancouver Island West","2003","962"
"84","Vancouver Island West","2004","1030"
"84","Vancouver Island West","2005","998"
"84","Vancouver Island West","2006","1014"
"84","Vancouver Island West","2007","988"
"84","Vancouver Island West","2008","970"
"84","Vancouver Island West","2009","940"
"84","Vancouver Island West","2010","899"
"84","Vancouver Island West","2011","860"
"84","Vancouver Island West","2012","849"
"84","Vancouver Island West","2013","848"
"84","Vancouver Island West","2014","853"
"84","Vancouver Island West","2015","845"
"84","Vancouver Island West","2016","852"
"84","Vancouver Island West","2017","857"
"84","Vancouver Island West","2018","865"
"84","Vancouver Island West","2019","868"
"84","Vancouver Island West","2020","875"
"84","Vancouver Island West","2021","878"
"84","Vancouver Island West","2022","877"
"84","Vancouver Island West","2023","885"
"84","Vancouver Island West","2024","889"
"84","Vancouver Island West","2025","894"
"84","Vancouver Island West","2026","893"
"84","Vancouver Island West","2027","887"
"84","Vancouver Island West","2028","888"
"84","Vancouver Island West","2029","895"
"84","Vancouver Island West","2030","897"
"84","Vancouver Island West","2031","910"
"84","Vancouver Island West","2032","910"
"84","Vancouver Island West","2033","921"
"84","Vancouver Island West","2034","936"
"84","Vancouver Island West","2035","956"
"84","Vancouver Island West","2036","970"
"84","Vancouver Island West","2037","985"
"84","Vancouver Island West","2038","1000"
"84","Vancouver Island West","2039","1015"
"84","Vancouver Island West","2040","1031"
"84","Vancouver Island West","2041","1048"
"85","Vancouver Island North","1986","5306"
"85","Vancouver Island North","1987","5207"
"85","Vancouver Island North","1988","5208"
"85","Vancouver Island North","1989","5194"
"85","Vancouver Island North","1990","5183"
"85","Vancouver Island North","1991","5108"
"85","Vancouver Island North","1992","5100"
"85","Vancouver Island North","1993","5208"
"85","Vancouver Island North","1994","5358"
"85","Vancouver Island North","1995","5472"
"85","Vancouver Island North","1996","5636"
"85","Vancouver Island North","1997","5621"
"85","Vancouver Island North","1998","5443"
"85","Vancouver Island North","1999","5358"
"85","Vancouver Island North","2000","5274"
"85","Vancouver Island North","2001","5293"
"85","Vancouver Island North","2002","5203"
"85","Vancouver Island North","2003","5117"
"85","Vancouver Island North","2004","5195"
"85","Vancouver Island North","2005","5048"
"85","Vancouver Island North","2006","4879"
"85","Vancouver Island North","2007","4877"
"85","Vancouver Island North","2008","4915"
"85","Vancouver Island North","2009","4979"
"85","Vancouver Island North","2010","5008"
"85","Vancouver Island North","2011","5045"
"85","Vancouver Island North","2012","5026"
"85","Vancouver Island North","2013","5061"
"85","Vancouver Island North","2014","5081"
"85","Vancouver Island North","2015","5066"
"85","Vancouver Island North","2016","5144"
"85","Vancouver Island North","2017","5208"
"85","Vancouver Island North","2018","5265"
"85","Vancouver Island North","2019","5348"
"85","Vancouver Island North","2020","5401"
"85","Vancouver Island North","2021","5461"
"85","Vancouver Island North","2022","5519"
"85","Vancouver Island North","2023","5554"
"85","Vancouver Island North","2024","5611"
"85","Vancouver Island North","2025","5703"
"85","Vancouver Island North","2026","5766"
"85","Vancouver Island North","2027","5844"
"85","Vancouver Island North","2028","5914"
"85","Vancouver Island North","2029","5978"
"85","Vancouver Island North","2030","6048"
"85","Vancouver Island North","2031","6109"
"85","Vancouver Island North","2032","6165"
"85","Vancouver Island North","2033","6216"
"85","Vancouver Island North","2034","6263"
"85","Vancouver Island North","2035","6309"
"85","Vancouver Island North","2036","6350"
"85","Vancouver Island North","2037","6391"
"85","Vancouver Island North","2038","6430"
"85","Vancouver Island North","2039","6469"
"85","Vancouver Island North","2040","6507"
"85","Vancouver Island North","2041","6543"
"87","Stikine","1986","733"
"87","Stikine","1987","728"
"87","Stikine","1988","742"
"87","Stikine","1989","723"
"87","Stikine","1990","748"
"87","Stikine","1991","797"
"87","Stikine","1992","611"
"87","Stikine","1993","499"
"87","Stikine","1994","485"
"87","Stikine","1995","508"
"87","Stikine","1996","532"
"87","Stikine","1997","541"
"87","Stikine","1998","524"
"87","Stikine","1999","515"
"87","Stikine","2000","505"
"87","Stikine","2001","517"
"87","Stikine","2002","484"
"87","Stikine","2003","492"
"87","Stikine","2004","471"
"87","Stikine","2005","463"
"87","Stikine","2006","458"
"87","Stikine","2007","464"
"87","Stikine","2008","465"
"87","Stikine","2009","450"
"87","Stikine","2010","436"
"87","Stikine","2011","432"
"87","Stikine","2012","441"
"87","Stikine","2013","451"
"87","Stikine","2014","457"
"87","Stikine","2015","452"
"87","Stikine","2016","451"
"87","Stikine","2017","446"
"87","Stikine","2018","444"
"87","Stikine","2019","442"
"87","Stikine","2020","445"
"87","Stikine","2021","454"
"87","Stikine","2022","454"
"87","Stikine","2023","457"
"87","Stikine","2024","454"
"87","Stikine","2025","453"
"87","Stikine","2026","450"
"87","Stikine","2027","443"
"87","Stikine","2028","436"
"87","Stikine","2029","425"
"87","Stikine","2030","416"
"87","Stikine","2031","413"
"87","Stikine","2032","407"
"87","Stikine","2033","398"
"87","Stikine","2034","391"
"87","Stikine","2035","379"
"87","Stikine","2036","374"
"87","Stikine","2037","369"
"87","Stikine","2038","365"
"87","Stikine","2039","359"
"87","Stikine","2040","354"
"87","Stikine","2041","348"
"88","Terrace","1986","6346"
"88","Terrace","1987","6521"
"88","Terrace","1988","6600"
"88","Terrace","1989","6709"
"88","Terrace","1990","6845"
"88","Terrace","1991","6885"
"88","Terrace","1992","7052"
"88","Terrace","1993","7304"
"88","Terrace","1994","7470"
"88","Terrace","1995","7707"
"88","Terrace","1996","7919"
"88","Terrace","1997","8045"
"88","Terrace","1998","7886"
"88","Terrace","1999","7759"
"88","Terrace","2000","7723"
"88","Terrace","2001","7689"
"88","Terrace","2002","7747"
"88","Terrace","2003","7690"
"88","Terrace","2004","7603"
"88","Terrace","2005","7513"
"88","Terrace","2006","7431"
"88","Terrace","2007","7408"
"88","Terrace","2008","7537"
"88","Terrace","2009","7682"
"88","Terrace","2010","7832"
"88","Terrace","2011","8007"
"88","Terrace","2012","8111"
"88","Terrace","2013","8226"
"88","Terrace","2014","8367"
"88","Terrace","2015","8418"
"88","Terrace","2016","8578"
"88","Terrace","2017","8703"
"88","Terrace","2018","8801"
"88","Terrace","2019","8918"
"88","Terrace","2020","9047"
"88","Terrace","2021","9158"
"88","Terrace","2022","9243"
"88","Terrace","2023","9336"
"88","Terrace","2024","9450"
"88","Terrace","2025","9561"
"88","Terrace","2026","9631"
"88","Terrace","2027","9718"
"88","Terrace","2028","9772"
"88","Terrace","2029","9822"
"88","Terrace","2030","9862"
"88","Terrace","2031","9889"
"88","Terrace","2032","9912"
"88","Terrace","2033","9926"
"88","Terrace","2034","9930"
"88","Terrace","2035","9928"
"88","Terrace","2036","9920"
"88","Terrace","2037","9910"
"88","Terrace","2038","9898"
"88","Terrace","2039","9885"
"88","Terrace","2040","9871"
"88","Terrace","2041","9854"
"92","Nisga'a","1986","374"
"92","Nisga'a","1987","370"
"92","Nisga'a","1988","380"
"92","Nisga'a","1989","394"
"92","Nisga'a","1990","405"
"92","Nisga'a","1991","431"
"92","Nisga'a","1992","473"
"92","Nisga'a","1993","468"
"92","Nisga'a","1994","467"
"92","Nisga'a","1995","499"
"92","Nisga'a","1996","521"
"92","Nisga'a","1997","515"
"92","Nisga'a","1998","480"
"92","Nisga'a","1999","471"
"92","Nisga'a","2000","467"
"92","Nisga'a","2001","466"
"92","Nisga'a","2002","390"
"92","Nisga'a","2003","411"
"92","Nisga'a","2004","430"
"92","Nisga'a","2005","448"
"92","Nisga'a","2006","585"
"92","Nisga'a","2007","585"
"92","Nisga'a","2008","583"
"92","Nisga'a","2009","591"
"92","Nisga'a","2010","591"
"92","Nisga'a","2011","596"
"92","Nisga'a","2012","639"
"92","Nisga'a","2013","663"
"92","Nisga'a","2014","704"
"92","Nisga'a","2015","715"
"92","Nisga'a","2016","735"
"92","Nisga'a","2017","742"
"92","Nisga'a","2018","753"
"92","Nisga'a","2019","754"
"92","Nisga'a","2020","760"
"92","Nisga'a","2021","764"
"92","Nisga'a","2022","774"
"92","Nisga'a","2023","779"
"92","Nisga'a","2024","781"
"92","Nisga'a","2025","785"
"92","Nisga'a","2026","784"
"92","Nisga'a","2027","794"
"92","Nisga'a","2028","798"
"92","Nisga'a","2029","802"
"92","Nisga'a","2030","806"
"92","Nisga'a","2031","809"
"92","Nisga'a","2032","810"
"92","Nisga'a","2033","811"
"92","Nisga'a","2034","812"
"92","Nisga'a","2035","812"
"92","Nisga'a","2036","813"
"92","Nisga'a","2037","813"
"92","Nisga'a","2038","813"
"92","Nisga'a","2039","812"
"92","Nisga'a","2040","811"
"92","Nisga'a","2041","810"
"94","Telegraph Creek","1986","180"
"94","Telegraph Creek","1987","175"
"94","Telegraph Creek","1988","175"
"94","Telegraph Creek","1989","180"
"94","Telegraph Creek","1990","184"
"94","Telegraph Creek","1991","196"
"94","Telegraph Creek","1992","195"
"94","Telegraph Creek","1993","187"
"94","Telegraph Creek","1994","192"
"94","Telegraph Creek","1995","189"
"94","Telegraph Creek","1996","188"
"94","Telegraph Creek","1997","195"
"94","Telegraph Creek","1998","190"
"94","Telegraph Creek","1999","183"
"94","Telegraph Creek","2000","191"
"94","Telegraph Creek","2001","210"
"94","Telegraph Creek","2002","196"
"94","Telegraph Creek","2003","189"
"94","Telegraph Creek","2004","187"
"94","Telegraph Creek","2005","186"
"94","Telegraph Creek","2006","188"
"94","Telegraph Creek","2007","186"
"94","Telegraph Creek","2008","196"
"94","Telegraph Creek","2009","205"
"94","Telegraph Creek","2010","212"
"94","Telegraph Creek","2011","223"
"94","Telegraph Creek","2012","244"
"94","Telegraph Creek","2013","259"
"94","Telegraph Creek","2014","280"
"94","Telegraph Creek","2015","291"
"94","Telegraph Creek","2016","309"
"94","Telegraph Creek","2017","310"
"94","Telegraph Creek","2018","310"
"94","Telegraph Creek","2019","317"
"94","Telegraph Creek","2020","323"
"94","Telegraph Creek","2021","326"
"94","Telegraph Creek","2022","332"
"94","Telegraph Creek","2023","337"
"94","Telegraph Creek","2024","337"
"94","Telegraph Creek","2025","348"
"94","Telegraph Creek","2026","351"
"94","Telegraph Creek","2027","356"
"94","Telegraph Creek","2028","361"
"94","Telegraph Creek","2029","366"
"94","Telegraph Creek","2030","371"
"94","Telegraph Creek","2031","374"
"94","Telegraph Creek","2032","381"
"94","Telegraph Creek","2033","387"
"94","Telegraph Creek","2034","390"
"94","Telegraph Creek","2035","392"
"94","Telegraph Creek","2036","396"
"94","Telegraph Creek","2037","399"
"94","Telegraph Creek","2038","403"
"94","Telegraph Creek","2039","406"
"94","Telegraph Creek","2040","408"
"94","Telegraph Creek","2041","410"
"161","City Centre","1986","44339"
"161","City Centre","1987","44113"
"161","City Centre","1988","44250"
"161","City Centre","1989","44062"
"161","City Centre","1990","44135"
"161","City Centre","1991","44049"
"161","City Centre","1992","44932"
"161","City Centre","1993","45515"
"161","City Centre","1994","47960"
"161","City Centre","1995","50134"
"161","City Centre","1996","52412"
"161","City Centre","1997","53997"
"161","City Centre","1998","55208"
"161","City Centre","1999","56580"
"161","City Centre","2000","58620"
"161","City Centre","2001","60978"
"161","City Centre","2002","61048"
"161","City Centre","2003","63394"
"161","City Centre","2004","65688"
"161","City Centre","2005","67047"
"161","City Centre","2006","66878"
"161","City Centre","2007","69255"
"161","City Centre","2008","69814"
"161","City Centre","2009","71683"
"161","City Centre","2010","71906"
"161","City Centre","2011","72543"
"161","City Centre","2012","73499"
"161","City Centre","2013","74042"
"161","City Centre","2014","74380"
"161","City Centre","2015","74535"
"161","City Centre","2016","74664"
"161","City Centre","2017","74866"
"161","City Centre","2018","75057"
"161","City Centre","2019","75254"
"161","City Centre","2020","75466"
"161","City Centre","2021","75679"
"161","City Centre","2022","75902"
"161","City Centre","2023","76142"
"161","City Centre","2024","76388"
"161","City Centre","2025","76636"
"161","City Centre","2026","76886"
"161","City Centre","2027","77133"
"161","City Centre","2028","77372"
"161","City Centre","2029","77605"
"161","City Centre","2030","77832"
"161","City Centre","2031","78041"
"161","City Centre","2032","78241"
"161","City Centre","2033","78431"
"161","City Centre","2034","78590"
"161","City Centre","2035","78729"
"161","City Centre","2036","78854"
"161","City Centre","2037","78954"
"161","City Centre","2038","79027"
"161","City Centre","2039","79073"
"161","City Centre","2040","79095"
"161","City Centre","2041","79091"
"162","Downtown Eastside","1986","21097"
"162","Downtown Eastside","1987","21468"
"162","Downtown Eastside","1988","21832"
"162","Downtown Eastside","1989","22198"
"162","Downtown Eastside","1990","22342"
"162","Downtown Eastside","1991","22703"
"162","Downtown Eastside","1992","23099"
"162","Downtown Eastside","1993","23689"
"162","Downtown Eastside","1994","24852"
"162","Downtown Eastside","1995","25538"
"162","Downtown Eastside","1996","26254"
"162","Downtown Eastside","1997","26916"
"162","Downtown Eastside","1998","26804"
"162","Downtown Eastside","1999","26745"
"162","Downtown Eastside","2000","26996"
"162","Downtown Eastside","2001","28279"
"162","Downtown Eastside","2002","28636"
"162","Downtown Eastside","2003","29151"
"162","Downtown Eastside","2004","29097"
"162","Downtown Eastside","2005","28902"
"162","Downtown Eastside","2006","28293"
"162","Downtown Eastside","2007","28837"
"162","Downtown Eastside","2008","28563"
"162","Downtown Eastside","2009","28555"
"162","Downtown Eastside","2010","29109"
"162","Downtown Eastside","2011","29421"
"162","Downtown Eastside","2012","29726"
"162","Downtown Eastside","2013","29915"
"162","Downtown Eastside","2014","30060"
"162","Downtown Eastside","2015","30141"
"162","Downtown Eastside","2016","30336"
"162","Downtown Eastside","2017","30779"
"162","Downtown Eastside","2018","31239"
"162","Downtown Eastside","2019","31595"
"162","Downtown Eastside","2020","31964"
"162","Downtown Eastside","2021","32309"
"162","Downtown Eastside","2022","32650"
"162","Downtown Eastside","2023","32922"
"162","Downtown Eastside","2024","33179"
"162","Downtown Eastside","2025","33465"
"162","Downtown Eastside","2026","33750"
"162","Downtown Eastside","2027","34019"
"162","Downtown Eastside","2028","34327"
"162","Downtown Eastside","2029","34614"
"162","Downtown Eastside","2030","34908"
"162","Downtown Eastside","2031","35187"
"162","Downtown Eastside","2032","35472"
"162","Downtown Eastside","2033","35758"
"162","Downtown Eastside","2034","36026"
"162","Downtown Eastside","2035","36260"
"162","Downtown Eastside","2036","36476"
"162","Downtown Eastside","2037","36680"
"162","Downtown Eastside","2038","36870"
"162","Downtown Eastside","2039","37052"
"162","Downtown Eastside","2040","37223"
"162","Downtown Eastside","2041","37383"
"163","North East","1986","25470"
"163","North East","1987","25561"
"163","North East","1988","25727"
"163","North East","1989","26078"
"163","North East","1990","26204"
"163","North East","1991","26490"
"163","North East","1992","26729"
"163","North East","1993","28013"
"163","North East","1994","28471"
"163","North East","1995","29210"
"163","North East","1996","30263"
"163","North East","1997","30859"
"163","North East","1998","31594"
"163","North East","1999","32729"
"163","North East","2000","33108"
"163","North East","2001","32617"
"163","North East","2002","32826"
"163","North East","2003","33125"
"163","North East","2004","33335"
"163","North East","2005","33737"
"163","North East","2006","34623"
"163","North East","2007","35248"
"163","North East","2008","35637"
"163","North East","2009","36088"
"163","North East","2010","36359"
"163","North East","2011","36652"
"163","North East","2012","37729"
"163","North East","2013","38681"
"163","North East","2014","39592"
"163","North East","2015","40445"
"163","North East","2016","41351"
"163","North East","2017","41820"
"163","North East","2018","42227"
"163","North East","2019","42651"
"163","North East","2020","43104"
"163","North East","2021","43576"
"163","North East","2022","44009"
"163","North East","2023","44448"
"163","North East","2024","44893"
"163","North East","2025","45345"
"163","North East","2026","45813"
"163","North East","2027","46333"
"163","North East","2028","46869"
"163","North East","2029","47414"
"163","North East","2030","47939"
"163","North East","2031","48441"
"163","North East","2032","48961"
"163","North East","2033","49462"
"163","North East","2034","49940"
"163","North East","2035","50401"
"163","North East","2036","50834"
"163","North East","2037","51261"
"163","North East","2038","51677"
"163","North East","2039","52088"
"163","North East","2040","52492"
"163","North East","2041","52897"
"164","West Side","1986","46682"
"164","West Side","1987","46302"
"164","West Side","1988","46499"
"164","West Side","1989","46651"
"164","West Side","1990","46753"
"164","West Side","1991","47033"
"164","West Side","1992","47890"
"164","West Side","1993","48480"
"164","West Side","1994","48878"
"164","West Side","1995","49142"
"164","West Side","1996","50286"
"164","West Side","1997","50850"
"164","West Side","1998","50682"
"164","West Side","1999","50714"
"164","West Side","2000","51191"
"164","West Side","2001","52081"
"164","West Side","2002","53447"
"164","West Side","2003","53765"
"164","West Side","2004","54086"
"164","West Side","2005","54328"
"164","West Side","2006","54591"
"164","West Side","2007","54715"
"164","West Side","2008","54512"
"164","West Side","2009","54961"
"164","West Side","2010","56053"
"164","West Side","2011","55887"
"164","West Side","2012","56784"
"164","West Side","2013","57334"
"164","West Side","2014","58065"
"164","West Side","2015","58161"
"164","West Side","2016","58137"
"164","West Side","2017","58731"
"164","West Side","2018","59287"
"164","West Side","2019","59836"
"164","West Side","2020","60429"
"164","West Side","2021","61031"
"164","West Side","2022","61564"
"164","West Side","2023","62130"
"164","West Side","2024","62705"
"164","West Side","2025","63334"
"164","West Side","2026","64025"
"164","West Side","2027","64715"
"164","West Side","2028","65366"
"164","West Side","2029","65972"
"164","West Side","2030","66559"
"164","West Side","2031","67147"
"164","West Side","2032","67744"
"164","West Side","2033","68375"
"164","West Side","2034","68999"
"164","West Side","2035","69628"
"164","West Side","2036","70262"
"164","West Side","2037","70891"
"164","West Side","2038","71516"
"164","West Side","2039","72138"
"164","West Side","2040","72757"
"164","West Side","2041","73374"
"165","Midtown","1986","28933"
"165","Midtown","1987","29091"
"165","Midtown","1988","29343"
"165","Midtown","1989","29675"
"165","Midtown","1990","29765"
"165","Midtown","1991","30047"
"165","Midtown","1992","30402"
"165","Midtown","1993","30267"
"165","Midtown","1994","30933"
"165","Midtown","1995","31572"
"165","Midtown","1996","32309"
"165","Midtown","1997","32844"
"165","Midtown","1998","33235"
"165","Midtown","1999","33565"
"165","Midtown","2000","33772"
"165","Midtown","2001","33971"
"165","Midtown","2002","33109"
"165","Midtown","2003","33937"
"165","Midtown","2004","34183"
"165","Midtown","2005","34177"
"165","Midtown","2006","34550"
"165","Midtown","2007","35517"
"165","Midtown","2008","35466"
"165","Midtown","2009","35756"
"165","Midtown","2010","36751"
"165","Midtown","2011","37528"
"165","Midtown","2012","38165"
"165","Midtown","2013","38652"
"165","Midtown","2014","39079"
"165","Midtown","2015","39425"
"165","Midtown","2016","40008"
"165","Midtown","2017","40690"
"165","Midtown","2018","41407"
"165","Midtown","2019","42067"
"165","Midtown","2020","42739"
"165","Midtown","2021","43453"
"165","Midtown","2022","44115"
"165","Midtown","2023","44782"
"165","Midtown","2024","45470"
"165","Midtown","2025","46155"
"165","Midtown","2026","46926"
"165","Midtown","2027","47704"
"165","Midtown","2028","48452"
"165","Midtown","2029","49247"
"165","Midtown","2030","50023"
"165","Midtown","2031","50778"
"165","Midtown","2032","51588"
"165","Midtown","2033","52395"
"165","Midtown","2034","53181"
"165","Midtown","2035","53956"
"165","Midtown","2036","54710"
"165","Midtown","2037","55471"
"165","Midtown","2038","56237"
"165","Midtown","2039","57010"
"165","Midtown","2040","57789"
"165","Midtown","2041","58573"
"166","South Vancouver","1986","36755"
"166","South Vancouver","1987","36602"
"166","South Vancouver","1988","36736"
"166","South Vancouver","1989","36917"
"166","South Vancouver","1990","36941"
"166","South Vancouver","1991","37094"
"166","South Vancouver","1992","38366"
"166","South Vancouver","1993","37877"
"166","South Vancouver","1994","38459"
"166","South Vancouver","1995","39423"
"166","South Vancouver","1996","40286"
"166","South Vancouver","1997","40801"
"166","South Vancouver","1998","41365"
"166","South Vancouver","1999","42136"
"166","South Vancouver","2000","42753"
"166","South Vancouver","2001","42444"
"166","South Vancouver","2002","43433"
"166","South Vancouver","2003","43692"
"166","South Vancouver","2004","44283"
"166","South Vancouver","2005","44832"
"166","South Vancouver","2006","45725"
"166","South Vancouver","2007","45578"
"166","South Vancouver","2008","45543"
"166","South Vancouver","2009","45554"
"166","South Vancouver","2010","46146"
"166","South Vancouver","2011","46132"
"166","South Vancouver","2012","47435"
"166","South Vancouver","2013","48568"
"166","South Vancouver","2014","49639"
"166","South Vancouver","2015","50617"
"166","South Vancouver","2016","51617"
"166","South Vancouver","2017","52197"
"166","South Vancouver","2018","52725"
"166","South Vancouver","2019","53238"
"166","South Vancouver","2020","53752"
"166","South Vancouver","2021","54246"
"166","South Vancouver","2022","54721"
"166","South Vancouver","2023","55238"
"166","South Vancouver","2024","55736"
"166","South Vancouver","2025","56257"
"166","South Vancouver","2026","56849"
"166","South Vancouver","2027","57441"
"166","South Vancouver","2028","58050"
"166","South Vancouver","2029","58675"
"166","South Vancouver","2030","59273"
"166","South Vancouver","2031","59858"
"166","South Vancouver","2032","60480"
"166","South Vancouver","2033","61104"
"166","South Vancouver","2034","61710"
"166","South Vancouver","2035","62304"
"166","South Vancouver","2036","62878"
"166","South Vancouver","2037","63441"
"166","South Vancouver","2038","63989"
"166","South Vancouver","2039","64525"
"166","South Vancouver","2040","65049"
"166","South Vancouver","2041","65559"
"201","Surrey","1986","52517"
"201","Surrey","1987","55591"
"201","Surrey","1988","58601"
"201","Surrey","1989","62153"
"201","Surrey","1990","65985"
"201","Surrey","1991","68519"
"201","Surrey","1992","72295"
"201","Surrey","1993","75545"
"201","Surrey","1994","78885"
"201","Surrey","1995","83201"
"201","Surrey","1996","86697"
"201","Surrey","1997","90542"
"201","Surrey","1998","94239"
"201","Surrey","1999","97605"
"201","Surrey","2000","100363"
"201","Surrey","2001","101889"
"201","Surrey","2002","104793"
"201","Surrey","2003","105856"
"201","Surrey","2004","107517"
"201","Surrey","2005","109787"
"201","Surrey","2006","112650"
"201","Surrey","2007","115677"
"201","Surrey","2008","119302"
"201","Surrey","2009","123238"
"201","Surrey","2010","127860"
"201","Surrey","2011","130972"
"201","Surrey","2012","134654"
"201","Surrey","2013","137953"
"201","Surrey","2014","140946"
"201","Surrey","2015","144098"
"201","Surrey","2016","146886"
"201","Surrey","2017","149821"
"201","Surrey","2018","152738"
"201","Surrey","2019","155643"
"201","Surrey","2020","158552"
"201","Surrey","2021","161445"
"201","Surrey","2022","164336"
"201","Surrey","2023","167236"
"201","Surrey","2024","170122"
"201","Surrey","2025","172990"
"201","Surrey","2026","175828"
"201","Surrey","2027","178642"
"201","Surrey","2028","181430"
"201","Surrey","2029","184186"
"201","Surrey","2030","186855"
"201","Surrey","2031","189451"
"201","Surrey","2032","192010"
"201","Surrey","2033","194536"
"201","Surrey","2034","196984"
"201","Surrey","2035","199377"
"201","Surrey","2036","201742"
"201","Surrey","2037","204063"
"201","Surrey","2038","206339"
"201","Surrey","2039","208569"
"201","Surrey","2040","210758"
"201","Surrey","2041","212911"
"202","South Surrey/White Rock","1986","20145"
"202","South Surrey/White Rock","1987","20983"
"202","South Surrey/White Rock","1988","21761"
"202","South Surrey/White Rock","1989","22705"
"202","South Surrey/White Rock","1990","23710"
"202","South Surrey/White Rock","1991","24213"
"202","South Surrey/White Rock","1992","25036"
"202","South Surrey/White Rock","1993","25634"
"202","South Surrey/White Rock","1994","26221"
"202","South Surrey/White Rock","1995","27085"
"202","South Surrey/White Rock","1996","27635"
"202","South Surrey/White Rock","1997","28400"
"202","South Surrey/White Rock","1998","29010"
"202","South Surrey/White Rock","1999","29513"
"202","South Surrey/White Rock","2000","29851"
"202","South Surrey/White Rock","2001","29955"
"202","South Surrey/White Rock","2002","30371"
"202","South Surrey/White Rock","2003","30940"
"202","South Surrey/White Rock","2004","31686"
"202","South Surrey/White Rock","2005","32418"
"202","South Surrey/White Rock","2006","33202"
"202","South Surrey/White Rock","2007","33734"
"202","South Surrey/White Rock","2008","34281"
"202","South Surrey/White Rock","2009","35041"
"202","South Surrey/White Rock","2010","35928"
"202","South Surrey/White Rock","2011","36476"
"202","South Surrey/White Rock","2012","37238"
"202","South Surrey/White Rock","2013","38104"
"202","South Surrey/White Rock","2014","38811"
"202","South Surrey/White Rock","2015","39579"
"202","South Surrey/White Rock","2016","40752"
"202","South Surrey/White Rock","2017","41899"
"202","South Surrey/White Rock","2018","43030"
"202","South Surrey/White Rock","2019","44155"
"202","South Surrey/White Rock","2020","45275"
"202","South Surrey/White Rock","2021","46345"
"202","South Surrey/White Rock","2022","47454"
"202","South Surrey/White Rock","2023","48633"
"202","South Surrey/White Rock","2024","49734"
"202","South Surrey/White Rock","2025","50925"
"202","South Surrey/White Rock","2026","52104"
"202","South Surrey/White Rock","2027","53200"
"202","South Surrey/White Rock","2028","54379"
"202","South Surrey/White Rock","2029","55580"
"202","South Surrey/White Rock","2030","56792"
"202","South Surrey/White Rock","2031","58021"
"202","South Surrey/White Rock","2032","59203"
"202","South Surrey/White Rock","2033","60378"
"202","South Surrey/White Rock","2034","61532"
"202","South Surrey/White Rock","2035","62671"
"202","South Surrey/White Rock","2036","63801"
"202","South Surrey/White Rock","2037","64921"
"202","South Surrey/White Rock","2038","66032"
"202","South Surrey/White Rock","2039","67134"
"202","South Surrey/White Rock","2040","68226"
